"","gameId","playId","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","playResult","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","is_screen_pass","tackle_frame","rally1sec","yardline_100","pass_location","air_yards","pass_length","yards_after_catch","yac_epa","xyac_epa","xyac_mean_yardage"
"11",2022090800,867,52494,"Zack Moss","(14:08) J.Allen pass short right to Z.Moss pushed ob at BUF 34 for 2 yards (J.Ramsey).",2,1,10,"BUF","LA","BUF",32,"14:08",0,7,"C",-1,2,42,"SINGLEBACK",7,0.448439926,0.214607019,0.785392981,0.011060745,-0.011060745,1.55411623,-0.47621121,0,24,2,68,"right",-1,"short",3,0.366146025247872,0.971717045328249,7.67447866926523
"12",2022090800,1030,52536,"Gabe Davis","(11:44) (Shotgun) J.Allen pass short left to G.Davis to 50 for 10 yards (D.Long).",2,3,2,"BUF","LA","BUF",40,"11:44",0,7,"C",10,10,50,"SHOTGUN",5,0.749548078,0.221376054,0.778623946,-0.025333134,0.025333134,1.215337055,1.508842597,0,16,3,60,"left",10,"short",0,0,0.238195142937408,4.10456024855375
"13",2022090800,1102,52494,"Zack Moss","(9:37) (No Huddle, Shotgun) J.Allen pass short left to Z.Moss to LA 23 for 2 yards (T.Hill).",2,2,6,"BUF","LA","LA",25,"9:37",0,7,"C",-3,2,85,"SHOTGUN",6,0.544529438,0.168558296,0.831441704,0.001121957,-0.001121957,3.894042963,-0.13247946,0,46,3,25,"left",-3,"short",5,0.729962645680644,1.2191440316299,8.72134536586236
"14",2022090800,1230,53678,"Ben Skowronek","(8:04) (Shotgun) M.Stafford pass short left to B.Skowronek to BUF 44 for 12 yards (T.Johnson).",2,3,6,"LA","BUF","LA",44,"8:04",0,10,"C",7,12,66,"SHOTGUN",6,0.977441013,0.198758772,0.801241228,0.028453289,-0.028453289,1.257876028,1.859666275,0,20,3,56,"left",7,"short",5,0.314072847831994,0.213974957554361,3.59300559833355
"15",2022090800,1286,44881,"Cooper Kupp","(6:49) M.Stafford pass short left to C.Kupp pushed ob at BUF 30 for 6 yards (M.Milano).",2,1,10,"LA","BUF","BUF",36,"6:49",0,10,"C",0,6,46,"SINGLEBACK",6,0.575427115,0.235913035,0.764086965,0.00750225,-0.00750225,3.667559782,0.273790133,0,27,2,36,"left",0,"short",6,0.693370933877304,0.710959467925064,7.17390566121321
"16",2022090800,1712,44881,"Cooper Kupp","(1:40) (Shotgun) M.Stafford pass short right to C.Kupp to BUF 31 for 9 yards (M.Milano; D.Jackson).",2,1,10,"LA","BUF","BUF",40,"1:40",7,10,"C",5,9,50,"SHOTGUN",6,0.922754526,0.425686937,0.574313063,0.033048254,-0.033048254,3.10707395,0.705892343,0,24,4,40,"right",5,"short",4,0.532769928569905,0.3834098918536,3.84134392207488
"17",2022090800,1836,44881,"Cooper Kupp","(:26) (Shotgun) M.Stafford pass short left to C.Kupp to BUF 39 for -1 yards (V.Miller).",2,2,19,"LA","BUF","BUF",38,"0:26",7,10,"C",-3,-1,48,"SHOTGUN",6,0.952896297,0.40814859,0.59185141,-0.033598606,0.033598606,2.390274844,-1.30166872,0,37,4,38,"left",-3,"short",2,0.294536912801251,1.10261809048426,10.1251909028506
"18",2022090800,1967,47853,"Darrell Henderson","(14:29) (No Huddle, Shotgun) M.Stafford pass short middle to D.Henderson to LA 17 for 4 yards (T.Edmunds; T.Johnson) [V.Miller].",3,2,8,"LA","BUF","LA",13,"14:29",10,10,"C",3,4,23,"SHOTGUN",6,0.825852156,0.421105504,0.578894496,-0.02048536,0.02048536,-0.226201177,-0.503248426,0,14,5,87,"middle",3,"short",1,0.199004185386002,0.936797157649893,5.09514606356242
"19",2022090800,2184,42489,"Stefon Diggs","(9:24) (Shotgun) J.Allen pass short left to S.Diggs to LA 15 for 7 yards (T.Lewis).",3,1,10,"BUF","LA","LA",22,"9:24",10,10,"C",4,7,32,"SHOTGUN",5,0.796962202,0.32499557,0.67500443,-0.013726037,0.013726037,4.730499857,0.40668195,0,40,3,22,"left",4,"short",3,0.491795405629091,0.479794464449709,3.73656359157758
"20",2022090800,2208,47857,"Devin Singletary","(8:45) (Shotgun) J.Allen pass short left to D.Singletary to LA 7 for 8 yards (D.Long).",3,2,3,"BUF","LA","LA",15,"8:45",10,10,"C",-5,8,25,"SHOTGUN",6,0.729745507,0.311269533,0.688730467,-0.005984947,0.005984947,5.137181807,0.491405571,0,43,2,15,"left",-5,"short",13,2.03805156226736,1.50260502507742,8.8903201945941
"21",2022090800,2336,47853,"Darrell Henderson","(7:02) (No Huddle) M.Stafford pass short middle to D.Henderson to BUF 42 for 10 yards (D.Jackson).",3,1,10,"LA","BUF","LA",48,"7:02",10,17,"C",4,10,58,"SINGLEBACK",5,0.500253379,0.273964956,0.726035044,0.008647081,-0.008647081,2.88568917,0.513975036,0,25,3,52,"middle",4,"short",6,0.785543469479308,0.614755903315109,4.82555838598637
"22",2022090800,2572,52494,"Zack Moss","(1:45) (Shotgun) J.Allen pass short middle to Z.Moss to BUF 38 for 4 yards (E.Jones). BUF-R.Gilliam was injured during the play.",3,2,9,"BUF","LA","BUF",34,"1:45",10,17,"C",2,4,76,"SHOTGUN",7,0.654178321,0.163962979,0.836037021,0.00645148,-0.00645148,1.050046398,-0.296789506,0,22,2,66,"middle",2,"short",2,0.234611018560827,0.935823454674181,5.63633821776602
"23",2022090800,2688,52536,"Gabe Davis","(15:00) (Shotgun) J.Allen pass deep middle to G.Davis to LA 6 for 47 yards (D.Long).",4,3,7,"BUF","LA","BUF",47,"15:00",10,17,"C",40,47,57,"SHOTGUN",4,0.981052816,0.150378108,0.849621892,-0.067931369,0.067931369,1.207211893,4.467860855,0,26,1,53,"middle",40,"deep",7,0.539037111913785,0.574247011901005,5.71223168791039
"24",2022090800,2815,46830,"Brandon Powell","(13:23) (Shotgun) M.Stafford pass short left to B.Powell to LA 32 for 10 yards (K.Elam).",4,1,10,"LA","BUF","LA",22,"13:23",10,24,"C",3,10,88,"SHOTGUN",6,0.723612785,0.06485307,0.93514693,0.002421914,-0.002421914,0.986150515,0.611520452,0,28,2,78,"left",3,"short",7,0.981373582035303,0.581076277691757,4.84194770942122
"25",2022090800,2860,44881,"Cooper Kupp","(12:25) (Shotgun) M.Stafford pass short right to C.Kupp to LA 39 for 7 yards (T.Edmunds) [J.Phillips].",4,2,10,"LA","BUF","LA",32,"12:25",10,24,"C",3,7,78,"SHOTGUN",5,0.814678669,0.061546147,0.938453853,-0.006125083,0.006125083,1.077296068,-0.125082885,0,18,4,68,"right",3,"short",4,0.625820884946734,0.77712422756916,4.81930306157301
"26",2022091100,166,53433,"Kyle Pitts","(12:18) M.Mariota pass short right to K.Pitts to NO 40 for 11 yards (B.Roby).",1,2,8,"ATL","NO","ATL",49,"12:18",0,0,"C",8,11,59,"I_FORM",7,0.813660502,0.335793532,0.664206468,0.027907835,-0.027907835,2.364291974,1.262126863,0,19,4,51,"right",8,"short",3,0.291566975414753,0.311101888152188,3.69649657441187
"27",2022091100,783,45244,"Taysom Hill","(4:16) (Shotgun) J.Winston pass short left to T.Hill to ATL 28 for 2 yards (J.Hawkins).",1,1,10,"NO","ATL","ATL",30,"4:16",3,7,"C",2,2,40,"SHOTGUN",6,0.359684199,0.143931653,0.856068347,0.002095466,-0.002095466,4.378016499,-0.30937142,0,15,1,30,"left",2,"short",0,0,0.640821329815822,5.25150904979091
"28",2022091100,1017,53612,"Avery Williams","(14:22) (Shotgun) M.Mariota pass short right to A.Williams pushed ob at NO 25 for 8 yards (P.Werner).",2,1,10,"ATL","NO","NO",33,"14:22",3,7,"C",-7,8,43,"PISTOL",7,0.508370876,0.277652208,0.722347792,0.000117749,-0.000117749,3.71498445,0.358241226,0,29,1,33,"right",-7,"short",15,2.1115907569183,1.48768109523996,11.6724950701464
"29",2022091100,1231,54473,"Drake London","(10:15) M.Mariota pass short left to D.London pushed ob at ATL 27 for 6 yards (M.Lattimore).",2,1,10,"ATL","NO","ATL",21,"10:15",10,7,"C",3,6,89,"I_FORM",7,0.479219884,0.481318437,0.518681563,0.005055122,-0.005055122,0.836458474,0.090218359,0,19,1,79,"left",3,"short",3,0.547357002971694,0.657940610814875,4.83266357531102
"30",2022091100,1335,46992,"KhaDarel Hodge","(8:13) (Shotgun) M.Mariota pass short middle to K.Hodge to ATL 33 for 11 yards (P.Werner).",2,2,20,"ATL","NO","ATL",22,"8:13",10,7,"C",7,11,88,"SHOTGUN",6,0.728521585,0.449811459,0.550188541,0.036591623,-0.036591623,-0.170146993,0.522694671,0,25,3,78,"middle",7,"short",4,0.640702076954767,0.563536856916413,4.30515485032811
"31",2022091100,1359,45355,"Anthony Firkser","(7:33) (Shotgun) M.Mariota pass short right to A.Firkser to ATL 39 for 6 yards (B.Roby).",2,3,9,"ATL","NO","ATL",33,"7:33",10,7,"C",4,6,77,"EMPTY",6,0.972516775,0.486403082,0.513596918,-0.044846401,0.044846401,0.352547678,-1.059261719,0,18,3,67,"right",4,"short",2,0.0696559718344361,1.16654095642413,4.50043439363071
"32",2022091100,1485,41292,"Jarvis Landry","(5:10) (Shotgun) J.Winston pass short left to J.Landry pushed ob at NO 36 for 11 yards (M.Ford).",2,2,18,"NO","ATL","NO",25,"5:10",10,7,"C",9,11,35,"SHOTGUN",5,0.707883656,0.47428469,0.52571531,-0.010510903,0.010510903,0.28716509,0.524593465,0,24,3,75,"left",9,"short",2,0.184402543818578,0.432429580664262,3.30439174232015
"33",2022091100,1552,54473,"Drake London","(3:47) (Shotgun) M.Mariota pass short middle to D.London to ATL 27 for 9 yards (P.Werner). PENALTY on NO-P.Werner, Unnecessary Roughness, 15 yards, enforced at ATL 27.",2,1,10,"ATL","NO","ATL",18,"3:47",10,7,"C",8,24,92,"PISTOL",8,0.5691365,0.490725126,0.509274874,0.029392354,-0.029392354,0.577188922,1.129709414,0,23,7,82,"middle",8,"short",1,0.990659370319918,0.363484154447768,4.40385032807535
"34",2022091100,1887,54473,"Drake London","(:23) (No Huddle, Shotgun) M.Mariota pass deep middle to D.London to NO 30 for 31 yards (B.Roby).",2,1,10,"ATL","NO","ATL",39,"0:23",13,7,"C",18,31,71,"SHOTGUN",5,0.937148571,0.65102914,0.34897086,0.024908196,-0.024908196,0.958686051,1.204278387,0,40,3,61,"middle",18,"deep",13,0.695351357688196,0.406348031910575,5.13962551840814
"35",2022091100,2135,41292,"Jarvis Landry","(12:37) (Shotgun) J.Winston pass short right to J.Landry to ATL 43 for 6 yards (A.Terrell; R.Evans).",3,2,1,"NO","ATL","ATL",49,"12:37",16,7,"C",4,6,59,"SHOTGUN",6,0.30909133,0.628527235,0.371472765,-0.00787662,0.00787662,3.414306078,-0.138092804,0,29,3,49,"right",4,"short",2,0.00819789874367416,0.289277922903166,4.29578797222348
"36",2022091100,2159,43336,"Michael Thomas","(11:58) (Shotgun) J.Winston pass short left to M.Thomas to ATL 39 for 4 yards (R.Grant).",3,1,10,"NO","ATL","ATL",43,"11:58",16,7,"C",3,4,53,"SHOTGUN",7,0.390800714,0.620650616,0.379349384,0.009568628,-0.009568628,3.276213274,-0.111510977,0,18,2,43,"left",3,"short",1,0.0618607619544491,0.629046021338773,4.77760788143496
"37",2022091100,2245,54476,"Chris Olave","(10:01) (Shotgun) J.Winston pass short right to C.Olave to ATL 31 for 10 yards (D.Alford).",3,3,19,"NO","ATL","ATL",41,"10:01",16,7,"C",7,10,51,"SHOTGUN",4,0.938674808,0.680004336,0.319995664,0.015966982,-0.015966982,1.211277653,0.459011733,0,18,2,41,"right",7,"short",3,0.950610179536772,0.930393909321765,4.00024993391708
"38",2022091100,3119,52942,"Juwan Johnson","(12:41) (Shotgun) J.Winston pass deep right to J.Johnson pushed ob at ATL 49 for 26 yards (A.Terrell).",4,1,10,"NO","ATL","NO",25,"12:41",26,10,"C",17,26,35,"SHOTGUN",7,0.633848071,0.948432321,0.051567679,-0.016417958,0.016417958,1.269705784,1.54195067,0,22,2,75,"right",17,"deep",9,0.634751636418514,0.285344645980877,3.98979577580758
"39",2022091100,3148,44879,"Alvin Kamara","(12:12) (No Huddle, Shotgun) J.Winston pass short middle to A.Kamara to ATL 34 for 15 yards (M.Ford; J.Hawkins).",4,1,10,"NO","ATL","ATL",49,"12:12",26,10,"C",4,15,61,"SHOTGUN",5,0.765006483,0.932014363,0.067985637,-0.011887912,0.011887912,2.811656454,0.938557561,0,35,2,49,"middle",4,"short",11,1.07448865193874,0.586258548556571,4.79426225577481
"40",2022091100,3177,41292,"Jarvis Landry","(11:43) (No Huddle, Shotgun) J.Winston pass deep left to J.Landry to ATL 3 for 31 yards (R.Grant; C.Hayward).",4,1,10,"NO","ATL","ATL",34,"11:43",26,10,"C",20,31,76,"SHOTGUN",4,0.752272904,0.920126451,0.079873549,-0.03485726,0.03485726,3.750214015,2.282677332,0,24,2,34,"left",20,"deep",11,1.05046344635775,0.390686249178532,4.37268058967311
"41",2022091100,3578,43336,"Michael Thomas","(4:53) (No Huddle, Shotgun) J.Winston pass deep middle to M.Thomas to ATL 28 for 20 yards (J.Hawkins).",4,2,20,"NO","ATL","ATL",48,"4:53",26,18,"C",18,20,62,"SHOTGUN",6,0.950014591,0.832599163,0.167400837,-0.072581224,0.072581224,1.853673865,2.015829469,0,14,3,48,"middle",18,"deep",2,0.547214067133609,0.614884643727823,4.23899928608444
"42",2022091100,3647,41292,"Jarvis Landry","(4:08) (Shotgun) J.Winston pass deep left to J.Landry to ATL 9 for 14 yards (R.Grant).",4,1,5,"NO","ATL","ATL",23,"4:08",26,18,"C",16,14,87,"SHOTGUN",6,0.784507632,0.753406264,0.246593736,-0.039510198,0.039510198,4.23261491,1.000565782,0,19,3,23,"left",16,"deep",-2,-0.247977980936412,0.745718974948645,3.40227071588743
"43",2022091100,4266,39975,"Cordarrelle Patterson","(:10) (Shotgun) M.Mariota pass short left to C.Patterson to ATL 35 for 10 yards (D.Davis).",4,3,10,"ATL","NO","ATL",25,"0:10",26,27,"C",5,10,85,"SHOTGUN",4,0.550948381,0.055471502,0.944528498,-0.0000759,0.0000759,0.057918181,0.073076056,0,23,5,75,"left",5,"short",5,0.169935618527234,0.107273179510826,4.22075055529422
"44",2022091100,4307,39975,"Cordarrelle Patterson","(:06) (Shotgun) M.Mariota pass short left to C.Patterson to ATL 40 for 5 yards (T.Mathieu). PENALTY on NO-M.Lattimore, Unnecessary Roughness, 15 yards, enforced at ATL 40.",4,1,10,"ATL","NO","ATL",35,"0:06",26,27,"C",3,20,75,"EMPTY",3,0.903485298,0.055395612,0.944604388,0.08631611,-0.08631611,0.130994237,0.406450667,0,22,1,65,"left",3,"short",2,1.29990173543797,0.162620978841552,4.91338368462311
"45",2022091101,85,44820,"Christian McCaffrey","(14:53) (Shotgun) B.Mayfield pass short left to C.McCaffrey to CAR 17 for -5 yards (A.Walker).",1,2,10,"CAR","CLE","CAR",22,"14:53",0,0,"C",-7,-5,32,"SHOTGUN",6,0.684168041,0.530807097,0.469192903,-0.034823973,0.034823973,0.206872102,-1.836261912,0,22,2,78,"left",-7,"short",2,0.18724308302626,1.56020517669998,11.2670616664618
"46",2022091101,184,52595,"Donovan Peoples-Jones","(12:47) (Shotgun) J.Brissett pass short left to D.Peoples-Jones to CLV 48 for 2 yards (D.Jackson) [M.Ioannidis].",1,1,10,"CLE","CAR","CLE",46,"12:47",0,0,"C",2,2,64,"SHOTGUN",7,0.633990228,0.519740738,0.480259262,-0.001990929,0.001990929,2.778740185,-0.390088359,0,16,2,54,"left",2,"short",0,0,0.683164205812454,5.45432596218598
"47",2022091101,272,42347,"Amari Cooper","(10:40) (Shotgun) J.Brissett pass short left to A.Cooper to CAR 37 for 6 yards (J.Horn).",1,1,10,"CLE","CAR","CAR",43,"10:40",0,0,"C",6,6,53,"SHOTGUN",7,0.585502088,0.493211091,0.506788909,-0.000392511,0.000392511,3.079519993,0.210489244,0,16,0,43,"left",6,"short",0,0,0.38253532585925,3.52053637756035
"48",2022091101,748,46093,"D.J. Moore","(1:53) (Shotgun) B.Mayfield pass short left to D.Moore to CAR 10 for 5 yards (G.Newsome).",1,1,10,"CAR","CLE","CAR",5,"1:53",0,0,"C",3,5,15,"SHOTGUN",7,0.661326587,0.557884201,0.442115799,0.0000689,-0.0000689,0.335855951,0.045132969,0,17,2,95,"left",3,"short",2,0.272288909880444,0.618366308069156,4.75942647769261
"49",2022091101,1077,43808,"Robbie  Chosen","(13:54) B.Mayfield pass short right to R.Anderson to CAR 16 for 8 yards (M.Emerson).",2,1,10,"CAR","CLE","CAR",8,"13:54",0,0,"C",8,8,102,"SINGLEBACK",7,0.665219903,0.548363276,0.451636724,0.027905401,-0.027905401,0.525359632,0.682319158,0,17,3,92,"right",8,"short",0,0,0.152919463588094,3.53973319580109
"50",2022091101,1384,43808,"Robbie  Chosen","(10:02) (Shotgun) B.Mayfield pass short middle to R.Anderson ran ob at CAR 28 for 12 yards (M.Emerson).",2,3,19,"CAR","CLE","CAR",16,"10:02",0,7,"C",0,12,94,"SHOTGUN",6,0.918669403,0.276198886,0.723801114,-0.001024727,0.001024727,-1.267293506,0.36794276,0,46,1,84,"middle",0,"short",12,0.890983918681741,0.717353361671681,8.46626675746666
"51",2022091101,1691,44820,"Christian McCaffrey","(4:39) (Shotgun) B.Mayfield pass short left to C.McCaffrey pushed ob at CAR 32 for 7 yards (J.Owusu-Koramoah).",2,2,10,"CAR","CLE","CAR",25,"4:39",0,14,"C",-1,7,85,"SHOTGUN",6,0.682158113,0.163985074,0.836014926,-0.003758274,0.003758274,0.86271413,-0.047932118,0,24,2,75,"left",-1,"short",8,1.17834452074021,1.13222693438475,7.59522370157356
"52",2022091101,1720,46093,"D.J. Moore","(4:02) B.Mayfield pass short left to D.Moore to CAR 48 for 16 yards (M.Emerson).",2,3,3,"CAR","CLE","CAR",32,"4:02",0,14,"C",13,16,78,"SINGLEBACK",7,0.877766788,0.1602268,0.8397732,0.03165637,-0.03165637,0.814782012,1.56402977,0,32,2,68,"left",13,"short",3,0.127543550683185,0.300325477886123,4.14029264010605
"53",2022091101,1744,46170,"Ian Thomas","(3:33) (No Huddle, Shotgun) B.Mayfield pass deep left to I.Thomas to CLV 2 for 50 yards (J.Johnson).",2,1,10,"CAR","CLE","CAR",48,"3:33",0,14,"C",20,50,62,"SHOTGUN",6,0.702173233,0.191883169,0.808116831,0.045599975,-0.045599975,2.378811782,3.772200669,0,48,0,52,"left",20,"deep",30,2.57625138378353,0.296290259845328,4.37997482146602
"54",2022091101,1785,53512,"Tommy Tremble","(2:45) (Shotgun) B.Mayfield pass short left to T.Tremble to CLV 1 for 1 yard (G.Delpit).",2,1,2,"CAR","CLE","CLE",2,"2:45",0,14,"C",-1,1,12,"SHOTGUN",8,0.40807265,0.237483144,0.762516856,-0.008418489,0.008418489,6.151012451,-0.011118222,0,18,3,2,"left",-1,"short",2,0.495685983769363,1.07805860444879,2.34993029700126
"55",2022091101,2341,52523,"Harrison Bryant","(14:11) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 39 for 10 yards (F.Luvu).",3,3,7,"CLE","CAR","CLE",29,"14:11",7,17,"C",9,10,39,"SHOTGUN",6,0.965018988,0.195963196,0.804036804,-0.033459425,0.033459425,-0.059678629,2.295447178,0,17,3,71,"left",9,"short",1,0.158401034539565,0.235593686411046,3.15926597414364
"56",2022091101,2407,44898,"Kareem Hunt","(12:22) (Shotgun) J.Brissett pass short right to K.Hunt to CLV 48 for 1 yard (S.Thompson; X.Woods).",3,3,2,"CLE","CAR","CLE",47,"12:22",7,17,"C",0,1,57,"SHOTGUN",6,0.773181021,0.165759165,0.834240835,0.022936277,-0.022936277,1.843329906,-1.356892404,0,34,5,53,"right",0,"short",1,0.426496173720807,2.54266423740098,7.06331970726023
"57",2022091101,2832,44841,"David Njoku","(3:49) (No Huddle, Shotgun) J.Brissett pass short right to D.Njoku to CLV 41 for 7 yards (C.Henderson).",3,3,9,"CLE","CAR","CLE",34,"3:49",7,20,"C",2,7,44,"SINGLEBACK",7,0.969584346,0.110697214,0.889302786,0.000459753,-0.000459753,0.340056312,-0.80980941,0,24,2,66,"right",2,"short",5,0.455781920813024,1.17750421523945,5.48228411004675
"58",2022091101,2951,46170,"Ian Thomas","(1:14) (Shotgun) B.Mayfield pass short right to I.Thomas to CAR 36 for 3 yards (J.Phillips).",3,3,2,"CAR","CLE","CAR",33,"1:14",7,20,"C",2,3,77,"SHOTGUN",7,0.783283889,0.107374923,0.892625077,0.015363133,-0.015363133,0.74888294,1.14043791,0,26,5,67,"right",2,"short",1,0.192973920609802,0.413448155936748,5.82346820880048
"59",2022091101,3101,53633,"Shi Smith","(14:28) (No Huddle, Shotgun) B.Mayfield pass short left to S.Smith to CLV 12 for 12 yards (J.Johnson).",4,1,10,"CAR","CLE","CLE",24,"14:28",7,20,"C",0,12,86,"SHOTGUN",7,0.670044124,0.162693284,0.837306716,0.011306077,-0.011306077,4.425849158,0.59803748,0,34,3,24,"left",0,"short",12,0.971121564507484,0.593346704671347,6.68981017568149
"60",2022091101,3263,53520,"Anthony Schwartz","(11:31) (Shotgun) J.Brissett pass short right to A.Schwartz to 50 for 19 yards (D.Wilson).",4,3,4,"CLE","CAR","CLE",31,"11:31",14,20,"C",14,19,79,"SHOTGUN",6,0.964123607,0.215284891,0.784715109,-0.070027281,0.070027281,0.330620507,2.414298034,0,24,4,69,"right",14,"short",5,0.350510781630874,0.283772711360009,4.0405625153362
"61",2022091101,3454,43808,"Robbie  Chosen","(6:13) B.Mayfield pass deep middle to R.Anderson for 75 yards, TOUCHDOWN.",4,1,10,"CAR","CLE","CAR",25,"6:13",14,23,"C",47,75,35,"SINGLEBACK",6,0.712686718,0.114319798,0.885680202,0.193688527,-0.193688527,1.214308715,5.785691285,0,45,1,75,"middle",47,"deep",28,3.05951562785776,0.741134176339795,8.59937042422825
"62",2022091101,3545,52523,"Harrison Bryant","(5:36) (Shotgun) J.Brissett pass short left to H.Bryant to CLV 28 for 8 yards (D.Wilson; D.Brown).",4,1,15,"CLE","CAR","CLE",20,"5:36",21,23,"C",6,8,90,"SHOTGUN",6,0.509369433,0.377638865,0.622361135,-0.027958125,0.027958125,0.230483372,0.42537629,0,27,4,80,"left",6,"short",2,0.0738682264927775,0.477691406649165,3.80308965801669
"63",2022091101,3707,46104,"Nick Chubb","(2:32) M.Dunn reported in as eligible.  J.Brissett pass short left to N.Chubb to CLV 44 for 2 yards (F.Luvu).",4,2,11,"CLE","CAR","CLE",42,"2:32",21,23,"C",-7,2,68,"SINGLEBACK",8,0.334555417,0.215153161,0.784846839,0.026659306,-0.026659306,1.500348346,-0.664112114,0,27,1,58,"left",-7,"short",9,0.290411378722638,1.01027093004056,11.5130262596722
