"","gameId","playId","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","playResult","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","is_screen_pass","swarm","yardline_100","pass_location","air_yards","pass_length","yards_after_catch","yac_epa","xyac_epa","xyac_mean_yardage"
"11",2022090800,692,42489,"Stefon Diggs","(1:25) (Shotgun) J.Allen pass short right to S.Diggs to LA 29 for 3 yards (B.Wagner).",1,1,10,"BUF","LA","LA",32,"1:25",0,7,"C",1,3,42,"SHOTGUN",6,0.4412857,0.174776029,0.825223971,0.009840949,-0.009840949,4.058853689,-0.276642306,0,2,32,"right",1,"short",2,0.241903202491812,0.71175159580552,6.00756046173046
"12",2022090800,775,44881,"Cooper Kupp","(:17) (No Huddle, Shotgun) M.Stafford pass short right to C.Kupp to LA 30 for 6 yards (T.Edmunds).",1,2,10,"LA","BUF","LA",24,"0:17",0,7,"C",5,6,34,"SHOTGUN",5,0.545007646,0.257439123,0.742560877,-0.007018924,0.007018924,0.412995047,-0.200449469,0,1,76,"right",5,"short",1,0.147890011779964,0.671211915359294,3.86362735676084
"13",2022090800,818,47853,"Darrell Henderson","(15:00) (Shotgun) M.Stafford pass short left to D.Henderson to LA 31 for 1 yard (M.Hyde, C.Benford) [E.Oliver].",2,3,4,"LA","BUF","LA",30,"15:00",0,7,"C",-4,1,80,"EMPTY",6,0.956909001,0.2504202,0.7495798,-0.017526757,0.017526757,0.215740964,-1.372731457,0,1,70,"left",-4,"short",5,0.538707493338734,2.35954077189177,10.205975989702
"14",2022090800,867,52494,"Zack Moss","(14:08) J.Allen pass short right to Z.Moss pushed ob at BUF 34 for 2 yards (J.Ramsey).",2,1,10,"BUF","LA","BUF",32,"14:08",0,7,"C",-1,2,42,"SINGLEBACK",7,0.448439926,0.214607019,0.785392981,0.011060745,-0.011060745,1.55411623,-0.47621121,0,1,68,"right",-1,"short",3,0.366146025247872,0.971717045328249,7.67447866926523
"15",2022090800,980,52536,"Gabe Davis","(12:55) (Shotgun) J.Allen pass short right to G.Davis ran ob at BUF 37 for 5 yards (J.Fuller).",2,1,10,"BUF","LA","BUF",32,"12:55",0,7,"C",5,5,42,"SHOTGUN",6,0.484267682,0.211333662,0.788666338,-0.000240769,0.000240769,1.598939191,0.021622871,0,1,68,"right",5,"short",0,0,0.43753990731451,3.91591670802154
"16",2022090800,1030,52536,"Gabe Davis","(11:44) (Shotgun) J.Allen pass short left to G.Davis to 50 for 10 yards (D.Long).",2,3,2,"BUF","LA","BUF",40,"11:44",0,7,"C",10,10,50,"SHOTGUN",5,0.749548078,0.221376054,0.778623946,-0.025333134,0.025333134,1.215337055,1.508842597,0,2,60,"left",10,"short",0,0,0.238195142937408,4.10456024855375
"17",2022090800,1102,52494,"Zack Moss","(9:37) (No Huddle, Shotgun) J.Allen pass short left to Z.Moss to LA 23 for 2 yards (T.Hill).",2,2,6,"BUF","LA","LA",25,"9:37",0,7,"C",-3,2,85,"SHOTGUN",6,0.544529438,0.168558296,0.831441704,0.001121957,-0.001121957,3.894042963,-0.13247946,0,3,25,"left",-3,"short",5,0.729962645680644,1.2191440316299,8.72134536586236
"18",2022090800,1230,53678,"Ben Skowronek","(8:04) (Shotgun) M.Stafford pass short left to B.Skowronek to BUF 44 for 12 yards (T.Johnson).",2,3,6,"LA","BUF","LA",44,"8:04",0,10,"C",7,12,66,"SHOTGUN",6,0.977441013,0.198758772,0.801241228,0.028453289,-0.028453289,1.257876028,1.859666275,0,1,56,"left",7,"short",5,0.314072847831994,0.213974957554361,3.59300559833355
"19",2022090800,1286,44881,"Cooper Kupp","(6:49) M.Stafford pass short left to C.Kupp pushed ob at BUF 30 for 6 yards (M.Milano).",2,1,10,"LA","BUF","BUF",36,"6:49",0,10,"C",0,6,46,"SINGLEBACK",6,0.575427115,0.235913035,0.764086965,0.00750225,-0.00750225,3.667559782,0.273790133,0,0,36,"left",0,"short",6,0.693370933877304,0.710959467925064,7.17390566121321
"20",2022090800,1334,41290,"Allen Robinson","(5:42) (No Huddle, Shotgun) M.Stafford pass short left to Al.Robinson to BUF 28 for 12 yards (T.Edmunds).",2,3,14,"LA","BUF","BUF",40,"5:42",0,10,"C",12,12,50,"EMPTY",5,0.971210361,0.198467821,0.801532179,0.015200226,-0.015200226,1.719236675,0.514896295,0,3,40,"left",12,"short",0,0,1.08243799079311,2.77920034428826
"21",2022090800,1563,42489,"Stefon Diggs","(2:16) (Shotgun) J.Allen pass short left to S.Diggs ran ob at BUF 38 for 10 yards (J.Ramsey).",2,3,7,"BUF","LA","BUF",28,"2:16",7,10,"C",10,10,38,"SHOTGUN",6,0.976904094,0.337457046,0.662542954,-0.008994874,0.008994874,0.510734358,1.38444444,0,0,72,"left",10,"short",0,0,0.269924901445202,3.26774209251016
"22",2022090800,1712,44881,"Cooper Kupp","(1:40) (Shotgun) M.Stafford pass short right to C.Kupp to BUF 31 for 9 yards (M.Milano; D.Jackson).",2,1,10,"LA","BUF","BUF",40,"1:40",7,10,"C",5,9,50,"SHOTGUN",6,0.922754526,0.425686937,0.574313063,0.033048254,-0.033048254,3.10707395,0.705892343,0,2,40,"right",5,"short",4,0.532769928569905,0.3834098918536,3.84134392207488
"23",2022090800,1836,44881,"Cooper Kupp","(:26) (Shotgun) M.Stafford pass short left to C.Kupp to BUF 39 for -1 yards (V.Miller).",2,2,19,"LA","BUF","BUF",38,"0:26",7,10,"C",-3,-1,48,"SHOTGUN",6,0.952896297,0.40814859,0.59185141,-0.033598606,0.033598606,2.390274844,-1.30166872,0,1,38,"left",-3,"short",2,0.294536912801251,1.10261809048426,10.1251909028506
"24",2022090800,1967,47853,"Darrell Henderson","(14:29) (No Huddle, Shotgun) M.Stafford pass short middle to D.Henderson to LA 17 for 4 yards (T.Edmunds; T.Johnson) [V.Miller].",3,2,8,"LA","BUF","LA",13,"14:29",10,10,"C",3,4,23,"SHOTGUN",6,0.825852156,0.421105504,0.578894496,-0.02048536,0.02048536,-0.226201177,-0.503248426,0,2,87,"middle",3,"short",1,0.199004185386002,0.936797157649893,5.09514606356242
"25",2022090800,2184,42489,"Stefon Diggs","(9:24) (Shotgun) J.Allen pass short left to S.Diggs to LA 15 for 7 yards (T.Lewis).",3,1,10,"BUF","LA","LA",22,"9:24",10,10,"C",4,7,32,"SHOTGUN",5,0.796962202,0.32499557,0.67500443,-0.013726037,0.013726037,4.730499857,0.40668195,0,3,22,"left",4,"short",3,0.491795405629091,0.479794464449709,3.73656359157758
"26",2022090800,2208,47857,"Devin Singletary","(8:45) (Shotgun) J.Allen pass short left to D.Singletary to LA 7 for 8 yards (D.Long).",3,2,3,"BUF","LA","LA",15,"8:45",10,10,"C",-5,8,25,"SHOTGUN",6,0.729745507,0.311269533,0.688730467,-0.005984947,0.005984947,5.137181807,0.491405571,0,1,15,"left",-5,"short",13,2.03805156226736,1.50260502507742,8.8903201945941
"27",2022090800,2232,44985,"Isaiah McKenzie","(8:02) (Shotgun) J.Allen pass short right to I.McKenzie for 7 yards, TOUCHDOWN.",3,1,7,"BUF","LA","LA",7,"8:02",10,10,"C",6,7,17,"SHOTGUN",6,0.377763301,0.305284586,0.694715414,-0.062234856,0.062234856,5.628587378,1.371412622,0,2,7,"right",6,"short",1,0.75628758687526,0.455841738795768,0.595076712284936
"28",2022090800,2307,44881,"Cooper Kupp","(7:28) (Shotgun) M.Stafford pass deep left to C.Kupp pushed ob at LA 48 for 23 yards (T.Johnson; C.Benford).",3,2,10,"LA","BUF","LA",25,"7:28",10,17,"C",21,23,35,"EMPTY",5,0.574460745,0.230606318,0.769393682,0.043358639,-0.043358639,0.805026493,2.080662678,0,2,75,"left",21,"deep",2,0.0877132697496563,0.264845820704137,5.1122451282281
"29",2022090800,2336,47853,"Darrell Henderson","(7:02) (No Huddle) M.Stafford pass short middle to D.Henderson to BUF 42 for 10 yards (D.Jackson).",3,1,10,"LA","BUF","LA",48,"7:02",10,17,"C",4,10,58,"SINGLEBACK",5,0.500253379,0.273964956,0.726035044,0.008647081,-0.008647081,2.88568917,0.513975036,0,1,52,"middle",4,"short",6,0.785543469479308,0.614755903315109,4.82555838598637
"30",2022090800,2527,42448,"Jamison Crowder","(3:06) (Shotgun) J.Allen pass short middle to J.Crowder to BUF 33 for 11 yards (T.Hill).",3,2,10,"BUF","LA","BUF",22,"3:06",10,17,"C",9,11,88,"SHOTGUN",6,0.563498557,0.184472103,0.815527897,-0.031648498,0.031648498,0.267979386,1.395047606,0,4,78,"middle",9,"short",2,0.615580203011632,0.526451219386316,3.78254399669822
"31",2022090800,2572,52494,"Zack Moss","(1:45) (Shotgun) J.Allen pass short middle to Z.Moss to BUF 38 for 4 yards (E.Jones). BUF-R.Gilliam was injured during the play.",3,2,9,"BUF","LA","BUF",34,"1:45",10,17,"C",2,4,76,"SHOTGUN",7,0.654178321,0.163962979,0.836037021,0.00645148,-0.00645148,1.050046398,-0.296789506,0,3,66,"middle",2,"short",2,0.234611018560827,0.935823454674181,5.63633821776602
"32",2022090800,2599,42448,"Jamison Crowder","(1:19) (Shotgun) J.Allen pass short right to J.Crowder to BUF 44 for 6 yards (J.Ramsey).",3,3,5,"BUF","LA","BUF",38,"1:19",10,17,"C",4,6,72,"SHOTGUN",5,0.972033381,0.170414459,0.829585541,-0.046743091,0.046743091,0.753256892,1.698092005,0,2,62,"right",4,"short",2,2.29527124227025,1.6933802502049,3.91537947588949
"33",2022090800,2688,52536,"Gabe Davis","(15:00) (Shotgun) J.Allen pass deep middle to G.Davis to LA 6 for 47 yards (D.Long).",4,3,7,"BUF","LA","BUF",47,"15:00",10,17,"C",40,47,57,"SHOTGUN",4,0.981052816,0.150378108,0.849621892,-0.067931369,0.067931369,1.207211893,4.467860855,0,1,53,"middle",40,"deep",7,0.539037111913785,0.574247011901005,5.71223168791039
"34",2022090800,2815,46830,"Brandon Powell","(13:23) (Shotgun) M.Stafford pass short left to B.Powell to LA 32 for 10 yards (K.Elam).",4,1,10,"LA","BUF","LA",22,"13:23",10,24,"C",3,10,88,"SHOTGUN",6,0.723612785,0.06485307,0.93514693,0.002421914,-0.002421914,0.986150515,0.611520452,0,0,78,"left",3,"short",7,0.981373582035303,0.581076277691757,4.84194770942122
"35",2022090800,2860,44881,"Cooper Kupp","(12:25) (Shotgun) M.Stafford pass short right to C.Kupp to LA 39 for 7 yards (T.Edmunds) [J.Phillips].",4,2,10,"LA","BUF","LA",32,"12:25",10,24,"C",3,7,78,"SHOTGUN",5,0.814678669,0.061546147,0.938453853,-0.006125083,0.006125083,1.077296068,-0.125082885,0,2,68,"right",3,"short",4,0.625820884946734,0.77712422756916,4.81930306157301
"36",2022090800,2884,43399,"Tyler Higbee","(11:38) (Shotgun) M.Stafford pass short left to T.Higbee to LA 43 for 4 yards (M.Milano).",4,3,3,"LA","BUF","LA",39,"11:38",10,24,"C",3,4,71,"EMPTY",5,0.895736694,0.055421064,0.944578936,0.011310143,-0.011310143,0.952213184,1.264214718,0,1,61,"left",3,"short",1,0.0915970830246806,0.273991941684036,5.00339848708245
"37",2022091100,121,48723,"Parker Hesse","(13:41) (Shotgun) M.Mariota pass short middle to P.Hesse to ATL 47 for 5 yards (P.Williams).",1,3,4,"ATL","NO","ATL",42,"13:41",0,0,"C",1,5,52,"SHOTGUN",6,0.679818034,0.301111888,0.698888112,0.031911325,-0.031911325,1.101519333,1.691266364,0,3,58,"middle",1,"short",4,3.0379930138588,2.31871067897922,6.68392213681364
"38",2022091100,166,53433,"Kyle Pitts","(12:18) M.Mariota pass short right to K.Pitts to NO 40 for 11 yards (B.Roby).",1,2,8,"ATL","NO","ATL",49,"12:18",0,0,"C",8,11,59,"I_FORM",7,0.813660502,0.335793532,0.664206468,0.027907835,-0.027907835,2.364291974,1.262126863,0,1,51,"right",8,"short",3,0.291566975414753,0.311101888152188,3.69649657441187
"39",2022091100,679,48374,"Olamide Zaccheaus","(5:44) M.Mariota pass deep right to O.Zaccheaus to ATL 47 for 22 yards (P.Werner). FUMBLES (P.Werner), touched at ATL 47, RECOVERED by NO-B.Roby at ATL 45. B.Roby to ATL 43 for 2 yards (P.Hesse).",1,1,10,"ATL","NO","ATL",25,"5:44",3,7,"C",19,18,35,"SINGLEBACK",7,0.521872878,0.216071153,0.783928847,-0.066833347,0.066833347,1.207346067,-4.792312382,0,2,75,"right",19,"deep",3,-5.68067820253782,0.300145589941596,4.72891591323423
"40",2022091100,783,45244,"Taysom Hill","(4:16) (Shotgun) J.Winston pass short left to T.Hill to ATL 28 for 2 yards (J.Hawkins).",1,1,10,"NO","ATL","ATL",30,"4:16",3,7,"C",2,2,40,"SHOTGUN",6,0.359684199,0.143931653,0.856068347,0.002095466,-0.002095466,4.378016499,-0.30937142,0,1,30,"left",2,"short",0,0,0.640821329815822,5.25150904979091
"41",2022091100,1017,53612,"Avery Williams","(14:22) (Shotgun) M.Mariota pass short right to A.Williams pushed ob at NO 25 for 8 yards (P.Werner).",2,1,10,"ATL","NO","NO",33,"14:22",3,7,"C",-7,8,43,"PISTOL",7,0.508370876,0.277652208,0.722347792,0.000117749,-0.000117749,3.71498445,0.358241226,0,0,33,"right",-7,"short",15,2.1115907569183,1.48768109523996,11.6724950701464
"42",2022091100,1231,54473,"Drake London","(10:15) M.Mariota pass short left to D.London pushed ob at ATL 27 for 6 yards (M.Lattimore).",2,1,10,"ATL","NO","ATL",21,"10:15",10,7,"C",3,6,89,"I_FORM",7,0.479219884,0.481318437,0.518681563,0.005055122,-0.005055122,0.836458474,0.090218359,0,1,79,"left",3,"short",3,0.547357002971694,0.657940610814875,4.83266357531102
"43",2022091100,1335,46992,"KhaDarel Hodge","(8:13) (Shotgun) M.Mariota pass short middle to K.Hodge to ATL 33 for 11 yards (P.Werner).",2,2,20,"ATL","NO","ATL",22,"8:13",10,7,"C",7,11,88,"SHOTGUN",6,0.728521585,0.449811459,0.550188541,0.036591623,-0.036591623,-0.170146993,0.522694671,0,1,78,"middle",7,"short",4,0.640702076954767,0.563536856916413,4.30515485032811
"44",2022091100,1359,45355,"Anthony Firkser","(7:33) (Shotgun) M.Mariota pass short right to A.Firkser to ATL 39 for 6 yards (B.Roby).",2,3,9,"ATL","NO","ATL",33,"7:33",10,7,"C",4,6,77,"EMPTY",6,0.972516775,0.486403082,0.513596918,-0.044846401,0.044846401,0.352547678,-1.059261719,0,2,67,"right",4,"short",2,0.0696559718344361,1.16654095642413,4.50043439363071
"45",2022091100,1485,41292,"Jarvis Landry","(5:10) (Shotgun) J.Winston pass short left to J.Landry pushed ob at NO 36 for 11 yards (M.Ford).",2,2,18,"NO","ATL","NO",25,"5:10",10,7,"C",9,11,35,"SHOTGUN",5,0.707883656,0.47428469,0.52571531,-0.010510903,0.010510903,0.28716509,0.524593465,0,2,75,"left",9,"short",2,0.184402543818578,0.432429580664262,3.30439174232015
"46",2022091100,1552,54473,"Drake London","(3:47) (Shotgun) M.Mariota pass short middle to D.London to ATL 27 for 9 yards (P.Werner). PENALTY on NO-P.Werner, Unnecessary Roughness, 15 yards, enforced at ATL 27.",2,1,10,"ATL","NO","ATL",18,"3:47",10,7,"C",8,24,92,"PISTOL",8,0.5691365,0.490725126,0.509274874,0.029392354,-0.029392354,0.577188922,1.129709414,0,3,82,"middle",8,"short",1,0.990659370319918,0.363484154447768,4.40385032807535
"47",2022091100,1769,41292,"Jarvis Landry","(1:06) (Shotgun) J.Winston pass short middle to J.Landry to NO 30 for 5 yards (R.Evans).",2,1,10,"NO","ATL","NO",25,"1:06",13,7,"C",4,5,35,"SHOTGUN",5,0.871530831,0.58385475,0.41614525,0.006982975,-0.006982975,0.89114449,-0.224600781,0,2,75,"middle",4,"short",1,-0.103138287493493,0.364179914722909,4.77996999012976
"48",2022091100,1887,54473,"Drake London","(:23) (No Huddle, Shotgun) M.Mariota pass deep middle to D.London to NO 30 for 31 yards (B.Roby).",2,1,10,"ATL","NO","ATL",39,"0:23",13,7,"C",18,31,71,"SHOTGUN",5,0.937148571,0.65102914,0.34897086,0.024908196,-0.024908196,0.958686051,1.204278387,0,1,61,"middle",18,"deep",13,0.695351357688196,0.406348031910575,5.13962551840814
"49",2022091100,1928,53433,"Kyle Pitts","(:15) (Shotgun) M.Mariota pass short middle to K.Pitts to NO 22 for 8 yards (P.Williams).",2,1,10,"ATL","NO","NO",30,"0:15",13,7,"C",5,8,40,"SHOTGUN",4,0.923531234,0.675937336,0.324062664,0.021801218,-0.021801218,2.162964438,0.151409233,0,2,30,"middle",5,"short",3,0.027095710276626,0.290015803783934,4.41843857752974
"50",2022091100,2090,54476,"Chris Olave","(13:46) (Shotgun) J.Winston pass short left to C.Olave to NO 42 for 11 yards (D.Alford) [L.Carter].",3,3,4,"NO","ATL","NO",31,"13:46",16,7,"C",11,11,79,"SHOTGUN",6,0.951164603,0.689831059,0.310168941,-0.045735445,0.045735445,0.387080276,2.075822468,0,1,69,"left",11,"short",0,0,0.226930022077063,3.48869152533007
"51",2022091100,2135,41292,"Jarvis Landry","(12:37) (Shotgun) J.Winston pass short right to J.Landry to ATL 43 for 6 yards (A.Terrell; R.Evans).",3,2,1,"NO","ATL","ATL",49,"12:37",16,7,"C",4,6,59,"SHOTGUN",6,0.30909133,0.628527235,0.371472765,-0.00787662,0.00787662,3.414306078,-0.138092804,0,2,49,"right",4,"short",2,0.00819789874367416,0.289277922903166,4.29578797222348
"52",2022091100,2159,43336,"Michael Thomas","(11:58) (Shotgun) J.Winston pass short left to M.Thomas to ATL 39 for 4 yards (R.Grant).",3,1,10,"NO","ATL","ATL",43,"11:58",16,7,"C",3,4,53,"SHOTGUN",7,0.390800714,0.620650616,0.379349384,0.009568628,-0.009568628,3.276213274,-0.111510977,0,1,43,"left",3,"short",1,0.0618607619544491,0.629046021338773,4.77760788143496
"53",2022091100,2245,54476,"Chris Olave","(10:01) (Shotgun) J.Winston pass short right to C.Olave to ATL 31 for 10 yards (D.Alford).",3,3,19,"NO","ATL","ATL",41,"10:01",16,7,"C",7,10,51,"SHOTGUN",4,0.938674808,0.680004336,0.319995664,0.015966982,-0.015966982,1.211277653,0.459011733,0,2,41,"right",7,"short",3,0.950610179536772,0.930393909321765,4.00024993391708
"54",2022091100,2303,48374,"Olamide Zaccheaus","(9:15) M.Mariota pass short left to O.Zaccheaus ran ob at ATL 34 for 9 yards.",3,1,10,"ATL","NO","ATL",25,"9:15",16,10,"C",9,9,35,"SINGLEBACK",8,0.449128568,0.661515489,0.338484511,0.041078866,-0.041078866,1.368815036,0.654442083,0,1,75,"left",9,"short",0,0,0.0461317280360568,2.92871725717123
"55",2022091100,2374,48374,"Olamide Zaccheaus","(7:35) (No Huddle, Shotgun) M.Mariota pass short right to O.Zaccheaus ran ob at NO 41 for 13 yards.",3,2,9,"ATL","NO","ATL",46,"7:35",16,10,"C",13,13,56,"PISTOL",6,0.668438137,0.726990093,0.273009907,0.017169315,-0.017169315,2.28549394,1.30694199,0,1,54,"right",13,"short",0,0,0.216064217849873,3.44652487002895
"56",2022091100,2616,54473,"Drake London","(4:29) (No Huddle, Shotgun) M.Mariota pass deep right to D.London to NO 19 for 15 yards (B.Roby).",3,2,8,"ATL","NO","NO",34,"4:29",23,10,"C",16,15,76,"PISTOL",7,0.69827193,0.921651183,0.078348817,0.017970758,-0.017970758,3.56227922,1.255284687,0,2,34,"right",16,"deep",-1,-0.131469135871157,0.225285202397968,3.64219580969075
"57",2022091100,3119,52942,"Juwan Johnson","(12:41) (Shotgun) J.Winston pass deep right to J.Johnson pushed ob at ATL 49 for 26 yards (A.Terrell).",4,1,10,"NO","ATL","NO",25,"12:41",26,10,"C",17,26,35,"SHOTGUN",7,0.633848071,0.948432321,0.051567679,-0.016417958,0.016417958,1.269705784,1.54195067,0,1,75,"right",17,"deep",9,0.634751636418514,0.285344645980877,3.98979577580758
"58",2022091100,3148,44879,"Alvin Kamara","(12:12) (No Huddle, Shotgun) J.Winston pass short middle to A.Kamara to ATL 34 for 15 yards (M.Ford; J.Hawkins).",4,1,10,"NO","ATL","ATL",49,"12:12",26,10,"C",4,15,61,"SHOTGUN",5,0.765006483,0.932014363,0.067985637,-0.011887912,0.011887912,2.811656454,0.938557561,0,0,49,"middle",4,"short",11,1.07448865193874,0.586258548556571,4.79426225577481
"59",2022091100,3177,41292,"Jarvis Landry","(11:43) (No Huddle, Shotgun) J.Winston pass deep left to J.Landry to ATL 3 for 31 yards (R.Grant; C.Hayward).",4,1,10,"NO","ATL","ATL",34,"11:43",26,10,"C",20,31,76,"SHOTGUN",4,0.752272904,0.920126451,0.079873549,-0.03485726,0.03485726,3.750214015,2.282677332,0,1,34,"left",20,"deep",11,1.05046344635775,0.390686249178532,4.37268058967311
"60",2022091100,3310,54473,"Drake London","(10:26) (Shotgun) M.Mariota pass short left to D.London to ATL 42 for 13 yards (K.Elliss).",4,3,6,"ATL","NO","ATL",29,"10:26",26,18,"C",11,13,81,"PISTOL",5,0.959483624,0.828668155,0.171331845,0.051251184,-0.051251184,0.215364964,1.978507541,0,4,71,"left",11,"short",2,0.137719597667456,0.239474797174343,3.73138787822973
"61",2022091100,3355,46992,"KhaDarel Hodge","(8:56) (Shotgun) M.Mariota pass short middle to K.Hodge to ATL 49 for 9 yards (P.Werner).",4,2,12,"ATL","NO","ATL",40,"8:56",26,18,"C",6,9,70,"SHOTGUN",5,0.731951356,0.871155649,0.128844351,0.017189026,-0.017189026,1.265034177,0.310697389,0,2,60,"middle",6,"short",3,0.508997744880617,0.758914809915646,4.38147161835514
"62",2022091100,3446,54476,"Chris Olave","(7:05) (Shotgun) J.Winston pass deep right to C.Olave ran ob at NO 34 for 20 yards.",4,1,10,"NO","ATL","NO",14,"7:05",26,18,"C",20,20,24,"SHOTGUN",5,0.813349903,0.850111157,0.149888843,-0.043557122,0.043557122,0.505980642,1.087453328,0,2,86,"right",20,"deep",0,0,0.407371354907617,5.40378735549893
"63",2022091100,3475,41292,"Jarvis Landry","(6:41) (No Huddle, Shotgun) J.Winston pass short middle to J.Landry to NO 41 for 7 yards (M.Walker).",4,1,10,"NO","ATL","NO",34,"6:41",26,18,"C",6,7,44,"SHOTGUN",6,0.815070629,0.806554034,0.193445966,-0.003219716,0.003219716,1.59343397,0.353993486,0,1,66,"middle",6,"short",1,0.102492841659114,0.431700180911139,4.56171220536635
"64",2022091100,3526,43336,"Michael Thomas","(6:07) (Shotgun) J.Winston pass deep left to M.Thomas to ATL 38 for 21 yards (A.Terrell).",4,3,3,"NO","ATL","NO",41,"6:07",26,18,"C",19,21,51,"SHOTGUN",6,0.926025212,0.832599789,0.167400211,-0.074536942,0.074536942,1.188439897,2.388450057,0,0,59,"left",19,"deep",2,0.162033462314866,0.511524716418899,7.65808946377365
